,birth_date,birth_place,death_date,education,gender,occupation,viaf,wkp
94,1685-10-12T00:00:00Z,Tamba Province,1744-10-29T00:00:00Z,,male,philosopher,71621998,Q1319454
95,1162-01-01T00:00:00Z,Kyoto,1241-10-03T00:00:00Z,,male,calligrapher,29592327,Q378425
96,1592-12-07T00:00:00Z,Fuzhou,1673-05-19T00:00:00Z,,male,calligrapher,67771629,Q705266
97,1724-01-01T00:00:00Z,,1808-01-01T00:00:00Z,,,archaeologist,65293183,Q11092860
98,1851-06-30T00:00:00Z,,1917-05-03T00:00:00Z,,male,politician,43304129,Q10885047
99,1297-08-21T00:00:00Z,,1348-12-10T00:00:00Z,,male,,42677800,Q440503
100,0845-08-01T00:00:00Z,Kyoto,0903-01-01T00:00:00Z,,male,Kugy?,111068012,Q382005
101,1850-05-19T00:00:00Z,Edo,1901-06-21T00:00:00Z,,male,lawyer,6317398,Q11512805
102,1749-04-19T00:00:00Z,Nakach?,1823-05-16T00:00:00Z,,male,poet,39704216,Q386183
103,1630-12-17T00:00:00Z,Hizen Province,1714-10-05T00:00:00Z,,male,philosopher,24651551,Q1721396
104,1797-04-13T00:00:00Z,,1858-04-21T00:00:00Z,,,,65344429,Q11433147
105,1522-01-01T00:00:00Z,Sakai,1591-04-21T00:00:00Z,,male,bhikkhu,77154987,Q305477
106,0903-01-01T00:00:00Z,,0972-01-01T00:00:00Z,,male,,262705266,Q2975265
107,1837-03-07T00:00:00Z,Uwa District,1908-07-01T00:00:00Z,,male,judge,18711370,Q3701476
108,0719-01-01T00:00:00Z,,0790-11-17T00:00:00Z,,,,61477008,Q11382787
109,1415-04-22T00:00:00Z,Kyoto,1499-05-23T00:00:00Z,,male,bhikkhu,18023889,Q323600
110,1640-01-01T00:00:00Z,Amagasaki,1701-03-04T00:00:00Z,,male,poet,262246524,Q1334965
111,1776-10-06T00:00:00Z,Akita,1843-11-02T00:00:00Z,,male,philosopher,37719205,Q2572749
112,0737-01-01T00:00:00Z,,0806-01-01T00:00:00Z,,male,,71274782,Q314846
113,1815-11-29T00:00:00Z,Edo,1860-03-24T00:00:00Z,,male,politician,42640401,Q716940
114,1837-09-20T00:00:00Z,,1897-12-12T00:00:00Z,,male,journalist,57965625,Q753228
115,1283-01-01T00:00:00Z,Kyoto,1350-01-01T00:00:00Z,,male,poet,294754312,Q372772
116,1867-04-05T00:00:00Z,"Ama District, Aichi",1934-03-10T00:00:00Z,Keio University,male,calligrapher,14629018,Q11546494
117,1326-01-01T00:00:00Z,,1420-01-01T00:00:00Z,,male,poet,311151379,Q281350
